square_feet,bedrooms,bathrooms,age,location_score,garage,pool,school_rating,crime_rate,distance_to_city,lot_size,year_built,energy_efficiency,neighborhood,price
2044,3,2.5,11,9.037631723635663,1,1,1,10.37942978362878,23.352964768175205,5930,1950,C,Downtown,404294.91879964725
2738,3,3.5,2,6.003744929090325,0,1,4,33.38982118811871,28.454898786703843,7476,1973,C,Urban,442366.0668092659
1429,1,3.5,0,2.235905582851606,1,1,3,47.05894441569003,15.156603094688366,11504,1986,B,Urban,321108.8389206057
1903,2,2.5,8,4.498148937566262,1,0,2,99.8047850715117,8.374214740410617,5853,1973,D,Rural,306840.9347989476
1641,1,2.0,0,6.5896243484732695,1,0,2,51.05995352963089,9.482379784457247,8323,2006,B,Rural,290653.4049682624
1066,3,2.5,8,1.4134042635020638,1,0,2,1.9508383541377627,42.38410242581583,7522,1993,B,Rural,208410.28188330444
1958,4,2.0,14,8.961841876578518,0,1,2,20.77415674024404,27.53224015447249,12120,2005,B,Downtown,363150.43463084253
1939,3,1.0,3,1.6100410664165887,0,0,5,35.45216716844101,19.439195402449005,6913,1950,B,Suburbs,344242.18021429144
2756,3,2.0,6,1.2753201506173617,1,1,5,45.59264807639622,43.33354823200475,5286,1954,C,Suburbs,401436.8210147789
2315,3,4.0,26,1.0181401669019823,1,0,4,67.4279825354938,6.576196986910668,8483,1994,D,Suburbs,353899.1959471006
1487,3,1.0,6,7.153700424695693,0,0,4,59.05929465143747,30.11735195441705,6913,1952,C,Downtown,245483.32321330858
2927,5,2.5,56,5.103280785004014,1,1,5,50.92650002348205,39.74680226022108,9194,2008,C,Downtown,435387.39907938725
2610,2,3.0,1,1.9253592480619073,0,1,5,83.78943810271038,7.120966676853607,8867,2005,C,Downtown,419742.8319876032
2291,4,2.5,12,8.70587670390005,1,0,5,19.624903858814534,6.90684502536146,5660,1977,D,Suburbs,458943.27765164885
1886,3,2.5,10,2.824482466831658,1,1,3,7.787946803889545,2.6353213415735866,11679,2015,B,Suburbs,373044.8398613767
1520,1,3.0,20,3.9369174307396224,1,1,3,83.82045327218593,47.15601399050642,6778,1978,A,Downtown,259471.70185433113
1813,3,2.0,0,2.5994932646344937,2,1,5,46.21642325540504,34.91688509783,6992,1961,B,Suburbs,373671.92457533185
2544,4,1.0,3,9.340806679503462,0,0,5,55.33542473275571,4.500558565042288,9155,1958,D,Downtown,389856.21411613195
2942,1,4.0,1,7.822601048548322,1,1,5,83.73845551840068,33.89163347176481,11265,1987,A,Rural,480332.05580537044
2771,1,2.0,27,7.515580569798453,1,1,5,94.5814223977607,15.87698311401756,5427,2023,B,Suburbs,405221.9666735032
1755,2,2.5,5,1.3959642706551385,1,1,4,55.20007150086745,6.357334725160265,7075,1999,B,Suburbs,295476.60648822825
1440,4,2.5,24,5.70431533815429,0,0,3,81.22565355517324,49.618780415389985,9913,1963,A,Rural,282570.4375046626
2070,4,1.0,3,6.179071930702664,2,0,2,54.47831721412515,9.814267995731894,6854,1966,C,Rural,353698.20082071115
1115,3,4.0,1,4.442687560744142,2,1,2,3.332381908971549,40.128460635205194,8314,1994,D,Downtown,306252.96331554133
2161,3,3.0,3,3.8958062526788266,1,0,4,95.585855664455,44.18879289002856,7172,2011,B,Rural,390368.6910592945
1926,4,1.5,9,8.667485741969081,1,1,5,81.77671061411861,26.986065023607004,8989,1958,A,Urban,412996.76612054784
1766,4,4.0,18,1.2071493221907885,1,1,3,75.34221878635759,48.824139987150105,5504,1956,C,Urban,347319.32487898204
1202,4,3.0,4,6.628193634493602,1,1,1,44.182573900955035,6.873495777606041,8633,2019,C,Rural,330894.8470924312
2256,4,2.0,24,4.548222225619899,1,0,5,94.2545110240463,48.08261609865855,8971,1954,C,Suburbs,341890.8050376124
1733,4,2.5,2,6.993556130289614,1,0,3,48.98463981571015,4.462295862824488,9362,1978,A,Suburbs,353367.4876913519
1415,3,1.5,11,2.7812579121553305,0,0,5,72.07866719310772,24.389657009474213,6951,1953,A,Suburbs,256469.66874059872
563,4,2.5,13,3.1479341916581904,0,0,4,10.059251210855447,42.89632318130949,10895,1961,A,Rural,186550.6604254416
1986,5,1.0,3,6.281684260091209,2,0,2,21.886097406003767,28.10638862274,3801,1959,D,Downtown,350722.66873128485
2886,1,2.5,0,9.819446916572211,0,0,3,42.42055046420234,29.589542041849295,6673,1999,C,Urban,396637.04865220987
2830,1,2.5,4,9.772152246876855,2,0,4,58.129798991889295,8.888230282030671,12887,1953,B,Downtown,489272.6236661209
1771,5,3.5,0,3.240828854296172,1,1,4,80.55546391013281,49.23303464927259,8057,1950,A,Rural,411763.4965516132
1698,2,3.0,23,1.921159272931395,1,0,2,24.08718895226428,12.325117754832593,10249,1997,C,Suburbs,278444.3061288608
2234,4,1.5,30,6.313089141369971,0,0,2,77.43557872353655,43.08754962415355,8379,1987,C,Suburbs,300366.04232643015
1500,3,3.5,13,4.779843472662655,1,0,3,88.9992176776811,47.871225919795535,11476,2022,D,Urban,290163.3199255004
2150,2,2.5,12,7.855180416736719,1,0,5,81.84502794790335,14.75813534313187,7615,1970,A,Rural,359075.21054262714
2383,1,2.5,2,5.751853527506492,1,0,2,62.24133214041368,36.79520174396236,8447,1974,C,Suburbs,369156.6787763494
2613,2,1.5,0,5.59528125396077,1,0,4,80.99925055812585,4.93832708086998,9749,1962,A,Downtown,425587.4238484731
1949,2,3.5,16,6.818138813987371,1,0,5,87.75020518675666,37.33082022445889,11065,2005,C,Suburbs,322999.82078608684
1898,3,3.5,8,2.137766003640857,1,0,3,55.510010988133864,24.73250053863282,4309,1973,A,Suburbs,338161.6037308085
1561,4,3.0,11,7.094455566999109,1,1,1,81.01613952730568,6.7788042225893435,9036,1985,B,Urban,335507.58260625426
1586,5,3.5,15,5.3966773058990825,2,0,2,42.1126355252309,44.8374295683769,6294,1999,C,Downtown,321544.0292472371
1886,3,2.0,5,8.381323590709982,2,1,3,52.24784833334647,34.26410622421518,7889,1985,C,Rural,397351.659257315
2183,3,3.5,1,2.2483615033433657,1,1,2,5.261200584076143,9.260935384171729,6928,1960,A,Downtown,406255.7410308159
2456,3,2.0,15,3.706723442047635,0,1,3,88.34900675448037,27.107553007558185,3517,1978,A,Suburbs,418527.0551003695
1598,3,1.5,6,9.552217366139718,0,0,4,14.037075955378775,16.967722034207576,10115,1959,B,Suburbs,319696.4061117227
2746,3,2.5,17,5.977655913610192,1,0,1,27.619625774729194,35.81761193219467,5375,1987,D,Downtown,371625.65337523556
1864,1,2.5,5,9.36370899778591,1,1,1,31.746297512011733,31.74564733934229,7861,1985,C,Urban,307599.5974575493
1989,1,2.0,2,7.20131592800691,1,0,5,11.590073420700131,10.287687120968009,7785,1969,A,Rural,342176.88551423675
1626,1,1.0,1,9.337882284416132,1,0,4,92.17534355194164,12.86350231506028,6409,1983,B,Suburbs,250175.09884545914
787,2,1.5,13,3.86043655924432,2,0,5,97.00336599112165,35.52266257341431,9277,2009,B,Urban,180527.9304268544
2442,4,2.0,8,1.814803825322415,0,0,1,86.51968413601453,34.082935877116185,7269,1985,A,Downtown,320054.35264760396
2368,2,1.5,5,8.22017588408289,2,0,1,34.63649727545829,16.29995678587477,6569,1993,B,Downtown,347308.8752525484
1859,4,1.5,6,8.240218772161029,1,1,4,5.523694399493662,24.433814051950883,5089,2008,C,Suburbs,373600.9736676367
2033,5,2.0,7,6.569441151780829,0,0,4,18.289146990645065,23.892576749606253,6149,1996,B,Suburbs,397415.1761399828
2257,5,4.0,2,6.21613182845649,2,0,5,77.20999143973842,7.097671051922721,8845,1969,C,Downtown,467184.61053391476
1218,5,3.0,4,9.234173536086557,2,0,5,28.597423397433918,31.43182900306607,4002,1987,C,Rural,350643.67337036645
1735,2,2.0,3,2.5884862031937783,1,0,4,89.26052684788408,13.95742449595019,11355,1960,B,Rural,281834.40426957177
2397,3,4.0,4,6.548841742336903,2,0,4,83.51298357180124,23.534932673674618,7695,2017,D,Rural,396748.5488598708
1372,2,2.5,6,1.4479354973998961,2,0,5,23.694526978790652,4.516278446212576,6264,2016,B,Urban,266793.558892252
2146,4,2.0,1,2.2677844308186623,1,0,5,69.34545584912482,31.088080627732836,9190,1989,C,Rural,403950.8544021444
1321,4,2.0,5,4.935451135989696,1,0,3,44.22946814839985,42.14035074754189,7163,1983,C,Downtown,252430.24940726603
2233,4,2.0,4,8.390866324495743,1,0,4,21.494714326818343,28.910054512290348,9780,1973,D,Urban,406710.7078679315
1982,3,1.5,3,7.598194216750533,1,0,4,59.0112427271591,30.243596314841493,5874,2006,B,Suburbs,323597.58676854643
1192,4,2.0,64,9.76657951941395,1,0,5,83.73597561502008,33.99206882536602,6019,2015,B,Downtown,250739.57952803804
2582,1,2.5,0,1.4036378362290929,1,1,5,92.67932582925475,10.62050023584008,9191,1979,B,Urban,379041.1700001384
1632,1,2.5,10,4.4321699694361145,1,0,3,5.872901715530288,4.370722095011921,10396,2002,D,Urban,287634.2568186749
1594,4,3.0,1,2.429117214176448,1,0,5,41.873490857490395,42.84598440331812,8390,1988,B,Rural,354564.01313582686
2100,3,2.0,18,1.3326515564455155,2,1,5,60.44213408316181,42.4837837371236,8461,1988,B,Downtown,355539.1016293407
2574,5,3.0,24,3.379578006650273,1,0,2,33.799102646698245,27.68751332747001,6331,2022,A,Rural,399697.7302008475
1492,1,2.5,5,3.2002465976849472,2,0,4,31.766346291029603,10.656441304609594,6968,2002,C,Urban,298730.70916441624
2030,4,4.0,17,4.7802494661597255,2,1,3,77.19336342505554,41.04497230336744,6685,2022,C,Downtown,389099.89247063437
2214,3,2.0,2,2.2607308711053387,1,0,3,78.25076919250621,11.792004120762549,10590,2005,D,Downtown,365921.2099634717
2346,4,3.5,1,5.397108213035057,0,1,4,72.89212522056951,43.18485921675174,10781,1973,B,Rural,425111.01781161025
2088,4,3.0,3,9.280884945828179,1,0,2,89.85251241433109,21.764642402478557,9040,1997,D,Rural,405503.3272479655
1816,5,2.5,4,7.733700384384834,1,1,5,49.470800931218626,3.816985600782179,12021,2002,A,Downtown,455277.6276994931
1586,2,2.5,5,8.5795959654394,1,0,1,78.78118039449058,41.02681977853989,9236,1986,C,Rural,307209.5145326218
2043,5,1.0,4,8.2425573398938,1,1,4,1.1211562411115539,28.470738078402103,10365,1993,B,Suburbs,422462.86373635876
1463,2,4.0,5,4.506637027965707,2,1,2,98.74295825103478,16.5995473645554,7562,1986,D,Suburbs,333465.72453588975
539,1,1.5,12,7.380649326680516,1,0,4,91.92333222574543,23.1936676763383,7685,2001,D,Rural,162845.1958273616
2218,3,2.5,2,7.788306154806978,1,0,4,84.13489426237301,44.42379277188518,7687,1960,D,Rural,370770.1030088947
2451,4,2.0,0,2.8508329512931208,1,0,5,58.77666644356623,10.954638682024898,6127,2003,B,Downtown,394625.764538445
818,3,2.0,6,8.74236129957796,1,0,5,54.415433058271404,6.08566957096056,7118,2004,B,Urban,227756.88241287484
1495,4,2.5,5,5.119726586700372,0,0,3,15.013017286128472,39.4547142436837,8658,1992,A,Urban,301690.44555759325
2309,4,3.5,0,1.1472376555844597,0,0,4,5.396321481552924,31.46255240013427,6802,1997,C,Downtown,387375.7069939811
3028,2,2.0,1,6.790456977524654,0,1,3,25.58768216925972,43.628503253753784,9112,1997,D,Urban,447804.9371425148
2010,5,4.0,7,7.090867827261685,2,1,4,15.09794583563182,16.35697146819226,6518,1999,D,Rural,454409.2694202014
1635,1,2.5,2,5.9658606700915,1,0,3,56.08210485942077,28.501346433355355,6426,1974,D,Rural,283678.5420585371
1908,4,1.5,21,2.911737707624409,1,1,2,33.25495966724369,3.0786341955906362,8025,2009,C,Suburbs,340780.5502046806
2687,3,1.5,1,5.340502246204587,1,0,4,38.78573137370643,42.48720706080917,3915,1968,B,Downtown,400525.1480691625
1677,3,3.0,0,4.601147052209564,1,0,1,2.6391823927156444,10.367999561516232,10158,2020,C,Downtown,297709.05552403827
1600,3,1.0,5,9.772174664595333,1,0,3,54.861766777547814,6.6163213276763795,9412,1965,B,Suburbs,317083.9404396535
1758,2,2.0,42,8.422105912803442,2,1,5,65.616463628447,24.743060323223144,9632,1976,B,Rural,342822.40515338193
1523,3,1.5,10,7.857096445784933,1,0,1,33.440514195140935,37.50077234171438,9487,1982,C,Urban,270460.31696182344
2061,2,2.0,4,2.629663327001468,2,0,4,13.125298239443373,11.278604228192432,7770,1962,B,Urban,310542.52970630676
2812,2,3.0,0,3.9793601567909493,1,0,5,70.37274922744132,12.440138985950686,8488,1967,C,Downtown,424851.8722905659
2161,2,2.0,6,4.417406520122982,0,0,5,12.898236176243483,16.464111186249845,8779,1954,A,Rural,368415.05268773873
1873,3,1.5,2,5.433647790704316,1,0,4,81.68563860531573,40.74349383707428,5097,2000,D,Downtown,282061.86294028175
1854,4,2.0,10,1.2720206085892425,2,1,2,54.60224334119135,37.620365314967906,8403,2020,A,Rural,285541.917268927
1218,3,2.0,8,6.337083052671862,2,0,5,23.744413560149336,14.222886420068628,7245,1999,D,Downtown,296720.2533907943
2441,4,1.0,3,4.220708895748957,0,0,4,89.87290380187754,13.501544369973503,11693,1983,D,Urban,359812.264125521
1961,4,2.5,0,6.055094308833235,1,1,3,14.177230248950057,45.415424811794345,7616,1963,B,Rural,358021.8213907546
1909,4,2.5,14,1.0808054583103623,1,0,3,60.118365630966885,31.126025795415455,7748,1981,A,Suburbs,319592.79587995453
3596,4,1.0,8,3.892898250977713,0,1,1,61.7511291667632,12.024100823158006,5558,1969,A,Suburbs,522449.1620515514
2149,3,2.0,18,7.9179945041168995,1,1,2,3.7307393506799014,7.878775281060463,7217,1981,A,Urban,375436.684551166
1624,4,2.0,3,5.509733972743361,1,1,5,60.971408685949804,4.241566519137631,3771,1989,D,Urban,332377.40459436976
1786,1,2.0,10,8.099985955110744,1,1,2,69.42165845193648,13.071217504450667,11718,1989,C,Downtown,265594.12564570707
2574,4,2.5,1,7.29064353265648,1,1,2,91.01323365436774,36.281493486474595,9167,1970,A,Suburbs,447094.03856848535
2056,4,2.0,3,8.694285176358793,2,0,2,70.89343874751668,19.211150250845808,7265,1984,D,Rural,387040.5776150438
1280,2,2.0,10,1.0669922969695627,1,1,3,48.443070042586946,48.28628315887857,9008,1961,C,Rural,233380.66702057482
2459,4,3.0,17,3.351929426599545,1,0,2,85.33000183050865,16.888617479552842,6078,1985,D,Downtown,402201.3184356057
1665,1,1.5,3,5.939215539409734,1,1,5,35.37856174998977,8.359844710298525,7636,1962,C,Rural,331197.56634215766
2936,2,2.5,16,9.469162689869641,2,0,3,85.55149277467767,9.653100226015304,5783,1998,B,Rural,413221.61150720366
2540,1,2.5,11,7.118111621192852,1,0,5,84.39703516922282,24.934234326911156,4938,2000,A,Suburbs,388640.06943452626
1776,4,2.0,4,5.109299076536637,1,1,5,60.36596787060703,46.93544815197919,9528,1975,A,Urban,369262.2543641068
2640,4,3.0,20,2.1712719745691476,2,0,5,34.46233248105548,45.11371926372294,7789,1961,C,Rural,418268.1175854334
2033,4,2.5,7,5.43893819281707,2,0,1,59.120539512683365,9.982495083199359,4541,1996,C,Urban,337011.626144131
2426,1,2.0,10,4.969782752104596,1,0,2,90.58980705844584,37.96968676222168,6344,1992,C,Downtown,290725.7063118224
2242,3,2.5,6,8.005989472198317,0,0,3,63.6539544084363,37.866582792671814,10610,2009,D,Suburbs,346988.0940243434
1576,4,3.0,6,4.720137764468933,0,0,4,84.00128432510351,9.099804146471136,6552,1983,D,Rural,351280.1818991355
1678,2,4.0,18,3.869542673499997,0,0,2,34.4626108528573,15.611601423627405,9244,1980,B,Urban,280058.94861753884
2514,4,2.5,3,1.807477142219388,0,0,1,29.231003858300998,4.725891753578858,6527,1972,B,Rural,388771.3503055405
1832,1,3.5,0,1.4185095753283012,0,1,2,25.584693483431266,4.668100833064814,8487,1977,B,Urban,270520.1684137204
1798,2,1.0,21,4.9522098477013925,1,1,3,49.12504832010044,22.663146813010712,9048,1991,D,Urban,270115.8660730487
1522,3,2.5,17,4.121757815519662,1,0,1,43.19760584497448,24.717201812824097,6677,2012,D,Downtown,248539.61926650314
2211,4,1.5,4,5.997917525615732,1,1,2,85.4220917334039,2.6044994857384673,7732,2009,D,Downtown,436903.756231074
3031,2,1.0,2,7.407355934035612,1,0,2,11.260221298315887,48.345212520797226,8616,2003,B,Urban,403797.7377118276
1466,2,2.5,11,1.3600613221642268,0,0,5,55.404690372977974,24.829180150888213,6864,1976,B,Downtown,243431.67343893423
2012,2,3.0,0,5.465953987325339,2,1,2,40.34065276086395,39.60416929195256,7581,1997,B,Downtown,334114.72896510526
2706,2,2.0,5,8.757747047637817,1,0,5,93.75698536084485,32.11167849091949,6112,2017,B,Suburbs,393891.328981021
1960,2,2.5,0,5.096499275262955,0,1,4,78.83894690176602,31.346307066158783,8209,1992,A,Urban,328138.55684831255
2226,3,2.0,9,5.691179898556969,0,0,5,43.335102610247546,15.85351433984227,10152,1951,D,Urban,397611.2903648238
1468,4,2.0,0,5.381126566450084,0,1,4,64.06134724017465,44.46848301764854,5673,2023,B,Suburbs,270093.84064460703
2214,3,2.0,9,4.508136266350693,1,0,5,74.55912101401836,15.68714836604857,6588,1969,B,Downtown,330467.5112847615
1906,4,2.0,11,1.9910757153103518,1,1,3,7.11415117943538,47.62395881858369,3912,2003,C,Rural,344721.9548658739
2492,4,2.0,6,2.1372059411427395,0,0,5,67.37197425854545,2.9313591258734437,9023,1952,D,Suburbs,421905.68882030994
2593,2,2.5,1,2.61180317563924,1,0,2,13.948977823652575,6.620256647355031,4801,1969,C,Suburbs,358727.6098600103
3294,1,1.5,1,8.133081768078894,1,0,5,18.89478990051796,36.60178056389812,9004,1972,C,Urban,480278.46715455217
2289,4,1.0,3,3.4779907050554186,1,0,1,46.121156770891744,30.82617848509506,9140,2008,A,Rural,346836.8043191897
2162,1,2.5,6,9.533114035978697,1,0,4,97.94526497865036,36.1361471449115,9819,2016,C,Suburbs,316219.7895420948
2097,2,2.5,10,8.291531498829661,0,1,3,95.21572646854639,32.43913853137825,8737,1951,B,Rural,323821.35910906
1823,1,2.0,0,7.160866013788131,1,1,4,90.2270770359257,26.83299777591951,4981,1982,C,Rural,318348.6699804955
2169,4,1.5,12,7.483542664561662,1,1,3,3.432915715239182,2.5281905453120643,7735,1998,B,Downtown,427558.5437983708
1852,3,2.0,12,1.4286898781051605,1,1,4,85.28361605626944,40.636718629210094,8391,1970,A,Rural,266892.48580267676
2084,5,3.0,5,6.1155043028789065,1,1,5,77.61659510729393,25.997235270275077,9065,2011,D,Downtown,430794.6748661507
2658,4,3.5,4,9.469512189295568,0,1,2,49.8781046340463,6.184938240747723,9141,1974,C,Suburbs,455247.08000485285
1496,3,3.0,18,1.3519916505325804,0,1,2,32.542604536659816,10.431914561540085,7145,2007,B,Suburbs,286174.8068491786
2569,3,1.0,15,3.6191486666218613,1,1,5,75.5588442526239,33.43815089506906,7783,1965,B,Downtown,390078.2478293755
2658,2,2.5,40,1.4636034292054183,0,0,2,10.702902987827223,4.7736328706534525,7802,1978,C,Urban,329780.6362577839
1940,2,1.5,4,6.127674200795489,1,0,5,65.04433699224033,43.60460399614045,5467,1972,C,Rural,354238.05767232686
939,2,2.0,23,2.045805644534761,0,0,4,67.18755844274482,39.74604875143433,6066,2014,B,Urban,191230.7851977408
1696,2,1.5,0,5.313251406019592,1,0,1,55.36957493015387,16.009676173109185,7855,1964,C,Rural,280338.57756382425
2648,2,3.0,5,7.4795449310879025,1,0,1,87.77804968924737,44.292069757562984,6323,2010,A,Urban,353331.7758024364
1988,2,2.5,6,2.479946814419208,2,1,5,32.98599159370216,44.37363537484018,5074,1983,A,Suburbs,331205.699345772
1500,3,2.5,5,7.798279933704437,2,0,5,47.816122600089386,42.054272154277385,4961,1982,B,Downtown,345179.34426410357
1747,5,2.5,9,1.5418401575490883,1,0,2,75.86623680644385,16.07511749209835,9390,1970,C,Suburbs,305608.58609231556
2420,3,1.5,1,2.3466203223129702,1,1,2,71.66869333825215,33.137253166026426,8709,1965,B,Suburbs,377490.4607966863
2273,5,2.0,20,3.5209932686400114,2,0,5,56.24602912733086,23.11972186615933,8296,1967,C,Urban,447625.77502275654
1880,3,2.5,8,8.164891606708785,1,0,4,27.21349133933948,27.405282628211538,7345,1960,A,Rural,321805.4329716203
1816,3,2.5,23,8.651232002110607,2,0,2,29.425053484141984,21.0748022828493,6836,1962,D,Downtown,356104.1147120252
1804,3,3.0,0,2.983418329296134,2,0,3,74.12052633533398,1.1954167889086067,3967,1961,C,Rural,349229.99033627065
1538,2,2.0,9,1.8620544297294652,2,0,5,0.5744029386878902,1.4887789115792054,9187,1980,A,Rural,308186.7328016153
2807,2,3.0,5,8.631584041125265,1,0,4,65.27344179484435,38.869584972656526,7186,1964,B,Rural,432730.09592761163
1838,5,2.0,7,6.844306937698963,0,0,3,24.82733248140795,47.37280729631373,9243,1997,D,Downtown,360643.7446641453
2608,5,2.5,13,2.4206989275881323,0,1,2,67.29944478073362,12.250682529455997,6124,2000,D,Suburbs,440239.90852317837
2760,1,2.0,2,6.019451066356773,1,1,4,18.693788729692518,27.671707496134005,11295,1964,A,Urban,414138.6873857399
2499,2,3.5,2,8.851342895969815,1,0,3,37.6438939446707,15.995978051214909,8374,1955,D,Downtown,428639.368674352
1784,3,1.5,12,1.6256344784658672,1,1,4,75.38162140628486,24.3996864308643,7758,1966,C,Urban,302419.23050486133
2201,2,2.5,7,1.753491102834522,1,0,4,75.52011482268534,6.789328341883644,5961,1977,A,Urban,318130.0893494727
1987,3,2.5,2,3.462469845963113,1,0,4,20.96898205618103,36.54496214518157,8330,2009,D,Urban,339564.1257728787
1548,2,1.5,6,6.87036093038791,1,0,2,37.62815604254618,26.296377361020618,9233,1951,C,Urban,264080.62146840757
2162,3,1.0,6,2.6020765852353867,1,1,4,50.250592760726406,16.12747738965497,3517,1965,A,Suburbs,388931.27221878973
1410,2,3.0,11,8.34730483885448,1,0,4,58.735902655781324,33.51486336943627,7730,2021,D,Rural,308040.3454519135
2593,3,1.5,0,7.753871591154642,1,0,3,74.24343156645554,26.050949112628434,7762,1966,C,Downtown,405365.1633129971
1767,1,1.5,8,6.049043682651824,0,0,1,2.363688293763899,20.809876045331364,8902,1957,A,Suburbs,228536.04922238755
2100,3,4.0,9,2.0446093393330886,2,1,3,11.532392132912095,27.126579625697826,4645,1966,B,Urban,376802.83713501366
2141,5,3.0,13,9.89397845480978,0,0,3,15.772290043926096,47.730185325398494,9600,2023,B,Downtown,444876.41986323457
1870,3,2.0,22,5.410302666065425,2,1,5,19.066274717877985,4.394755863390786,9473,2020,B,Rural,354392.6053452397
2293,4,2.5,5,5.068658330805516,2,0,4,3.0273388979906724,46.27498458874616,9549,1953,B,Urban,428037.7716702663
1762,4,2.5,4,9.96012171700584,1,0,5,92.0471278788573,7.190325818693944,6676,1962,D,Downtown,368204.4048226112
2435,5,3.0,1,8.774814371242025,1,0,5,16.21949266326379,11.112179543421403,10244,1981,C,Rural,505153.0467227935
1327,4,3.0,4,5.107309606283332,1,0,4,7.363906303384137,48.97984674893935,6374,2015,A,Rural,311223.0889326119
2063,4,3.0,0,4.769226873426449,2,0,2,47.17254025688011,40.692238297392706,3773,1970,C,Downtown,372497.382511641
2969,4,1.5,16,1.863184443102875,1,0,2,94.11831966308019,18.233990480992126,8621,1957,D,Rural,386268.60373597976
1499,1,2.5,16,9.338605717501716,1,0,2,96.43858401867895,20.831358109981558,7877,1973,B,Suburbs,257552.86930304937
1661,3,1.0,5,8.593973629472782,0,0,3,67.6402825895273,15.656636291128613,10440,1987,A,Urban,301782.66647716356
2256,5,1.0,3,3.790022435919198,2,0,4,17.834875874624455,12.033374808408988,5931,2022,D,Downtown,406921.6790847561
2089,4,3.0,1,7.779891588118995,2,0,5,0.37958098228185744,3.9829723000431327,7308,1965,C,Urban,428304.2070277897
2175,5,1.0,19,7.864564836465318,1,0,1,33.503223899109535,2.649801432941695,7128,2017,B,Rural,368195.59521718865
2244,4,2.5,20,3.0511964550395345,1,0,4,12.545609308017703,25.578283813260533,9606,1993,B,Urban,362603.5393266745
2317,4,3.0,3,6.522899229448148,0,0,4,75.50955727568845,26.97516893944169,5831,1996,B,Downtown,394647.8697398626
2554,4,2.0,9,3.295259230709902,1,1,3,96.91058505556589,38.31656999744627,10546,2007,A,Downtown,423528.77808950224
2204,4,1.0,2,8.108974467423204,1,0,3,8.372277712288401,5.661222554191241,6529,2006,D,Suburbs,367492.3292427579
1879,3,3.0,2,2.384287322346226,1,0,4,39.693445423403475,26.22091881329441,7114,2021,D,Suburbs,337425.13080589595
2336,5,3.5,0,7.020153988185496,1,0,4,90.24695037710153,46.29858915737761,8083,2013,D,Downtown,426287.9824697509
2949,4,3.0,8,3.9341054048658513,2,1,4,72.82910353808653,42.78030337445573,5970,1953,A,Suburbs,509851.2796124055
1933,4,2.5,1,1.3256385178174164,1,0,3,86.97805114101078,27.19388472820024,8783,2011,B,Downtown,329312.4378269824
1512,4,1.5,0,2.113341797898038,2,1,5,92.29781529180221,7.5480800157038335,8525,2011,B,Suburbs,342401.7845270118
2553,3,1.0,1,6.894092243652346,1,0,3,41.26166202987036,8.646480332123748,6760,1991,B,Suburbs,406284.5282072575
1939,1,2.5,3,3.1592287289978414,0,0,5,69.36621479446494,24.38954421598446,8570,2017,B,Rural,329360.63676967693
913,5,1.5,11,6.679318353262044,1,0,5,70.93349304166767,31.25035146997989,8626,2013,D,Rural,281187.6999115835
2423,3,3.5,2,4.733399494011582,2,0,4,63.0816043785353,48.95223810477425,9142,1962,D,Urban,457508.80259531527
1732,2,2.0,21,7.23442117488622,1,0,4,32.5773940068765,41.73333726735783,10202,1990,A,Urban,316446.31617703824
1954,2,2.5,3,5.436537599669321,1,1,5,83.21688352275241,21.30403697641125,8834,1978,C,Urban,360221.23105080065
2165,4,3.0,4,3.776923874450539,2,1,4,76.8897303658969,18.158190132076413,8969,2007,C,Urban,372032.30779438233
2095,4,3.0,2,2.312372618718417,2,0,4,44.52130460020625,1.6608632176280096,5793,1992,B,Suburbs,383012.1552824623
2354,4,2.5,2,4.069884271791522,2,0,5,42.09677245674076,1.3780393474144486,4932,2015,A,Rural,444927.3040781253
1782,4,3.5,0,6.714046701340778,1,0,5,1.0783583749629955,24.247515792883235,6894,2016,A,Suburbs,370449.61430172407
2256,3,4.0,3,7.664261546776919,1,1,2,84.3444316036103,4.395050653790177,8654,1997,C,Rural,391389.16502913064
1870,3,3.5,19,2.443057073559915,2,0,5,28.398398327333307,8.661694352853125,8830,1963,B,Downtown,365558.16060847335
2369,1,3.0,11,6.978451679993054,1,1,5,47.08036507974133,49.03854240726498,2948,1983,C,Urban,340810.77160665573
2307,4,3.0,20,2.6135155868636106,1,0,3,41.130105440910825,36.144945663174006,8263,2010,B,Suburbs,374688.9911929342
1532,1,2.5,1,2.996374091409851,1,0,4,67.81392671696157,23.16030630635226,10251,2018,D,Suburbs,258078.84189174196
2542,4,1.5,6,5.781855162520135,1,0,1,39.01035404094698,43.036245213384554,12519,2006,A,Downtown,363303.3463507009
1732,3,2.0,2,3.602820717784673,0,0,2,17.973654976613616,9.693345066584328,10882,1994,A,Suburbs,346374.9208563144
2404,3,1.0,12,6.954358971128379,0,0,4,86.86168292776549,20.076537305575016,6957,1953,B,Downtown,343162.6020976922
2183,5,1.5,35,9.601989618173844,1,0,4,18.354610125954796,15.442782665865424,6840,1984,B,Suburbs,417663.1426818816
2919,1,2.0,16,2.340029812036548,1,1,4,2.842949980150933,49.777700053753634,8983,1997,A,Rural,422941.1693272962
1888,4,1.5,0,6.13459749078475,2,0,4,19.62397537167695,45.15407568045103,9617,2010,D,Downtown,351512.6638943315
1825,1,3.5,3,9.309692644058735,1,0,5,45.51442979594723,26.77810423768637,10246,2021,C,Suburbs,388113.8614555069
