age,income,credit_score,employment_years,debt_to_income,loan_amount,education,marital_status,approved
59,57763,623,2,0.43244384263884295,52027,High School,Married,no
71,53345,657,1,0.18111360656812292,321421,Master,Married,yes
78,54600,772,1,0.7311913123013158,259193,Bachelor,Married,yes
56,17255,571,1,0.20849679987776842,293901,Bachelor,Single,no
58,72160,589,6,0.3130931633898112,320629,Bachelor,Married,yes
66,73441,725,11,0.653315119631308,104346,High School,Married,yes
28,60611,828,7,0.664442879204871,143559,Bachelor,Divorced,yes
56,19691,897,5,0.7308959920678435,240061,Bachelor,Single,yes
41,47577,504,1,0.44817730985496107,330621,Bachelor,Single,no
77,78770,608,3,0.7907044403330205,233167,Bachelor,Single,no
63,38684,546,1,0.461332304051398,201138,Master,Divorced,no
36,73685,734,0,0.6534954541256176,134899,High School,Single,yes
21,51101,656,0,0.35333169111964613,70236,High School,Single,yes
43,64250,737,4,0.758903921410151,317548,Master,Divorced,yes
55,41757,610,0,0.5795113586566357,164928,Bachelor,Single,no
59,51687,719,18,0.15396877616508187,207779,Master,Married,yes
49,58734,632,26,0.1759638801639723,372249,PhD,Married,yes
56,28335,664,0,0.7235673858039839,166555,Bachelor,Divorced,yes
62,55478,592,2,0.666690958732456,209812,Bachelor,Married,no
63,-3770,786,7,0.33106596787455556,155916,Master,Married,yes
53,37969,523,15,0.46511717457786583,72687,PhD,Married,no
57,60877,638,11,0.6969239064700161,236234,High School,Single,no
54,72405,828,1,0.17240177290202163,6793,Bachelor,Single,yes
50,59455,777,0,0.1966975950959643,347700,Master,Married,yes
53,22193,565,1,0.6008688570862857,-2949,High School,Married,no
20,70657,570,2,0.15754383770973363,175390,Bachelor,Married,yes
26,27217,701,2,0.3467965474476649,150314,Bachelor,Single,yes
25,62283,714,7,0.2762658255067406,314773,Bachelor,Divorced,yes
50,27883,768,1,0.6322001262219636,131415,High School,Single,no
76,34535,509,9,0.1017135115174266,43972,High School,Divorced,yes
23,30873,781,1,0.18076930187332574,71825,High School,Single,yes
58,52779,559,2,0.16930527870054968,-8336,Bachelor,Single,yes
56,46089,783,2,0.32265393633088635,290936,High School,Married,yes
21,60178,488,1,0.26273564929209065,387128,Bachelor,Married,yes
30,49627,538,7,0.25979794959288105,324752,High School,Married,yes
66,19642,822,2,0.35927528292260336,207776,Bachelor,Married,yes
77,55516,827,10,0.24983428424066983,237197,High School,Single,yes
19,14756,660,16,0.17434993208058042,168627,Master,Single,yes
77,32322,617,9,0.5082758850355611,148019,Master,Married,no
22,42721,648,3,0.7662163879140812,253197,High School,Single,no
61,41335,691,3,0.5250154489267328,70952,Bachelor,Married,yes
44,17051,700,1,0.629914469440892,257856,Master,Single,no
49,77423,620,4,0.7805237874344725,198891,Master,Married,no
38,82960,456,15,0.20721385161100192,269652,Master,Married,yes
25,95015,595,0,0.4218669804622108,254593,Master,Married,no
55,72953,494,6,0.5072931502739648,81162,High School,Married,yes
25,42091,726,10,0.32547897863792297,279137,PhD,Divorced,yes
67,41746,686,21,0.5291906349756644,356216,Master,Single,yes
20,40642,638,2,0.5366743431126859,280625,High School,Married,no
71,89712,624,2,0.6895604653868627,111456,Bachelor,Divorced,no
61,47689,846,1,0.6827607678617466,290579,High School,Divorced,yes
78,75384,764,7,0.19976535719494398,247780,Bachelor,Single,yes
75,73828,670,0,0.2182243231544247,14771,High School,Married,yes
20,53790,596,1,0.25566039145476427,179567,High School,Married,yes
39,20967,778,1,0.28286116172006237,284673,Bachelor,Divorced,yes
23,48121,661,2,0.4951453850706057,194879,Master,Married,yes
19,52939,585,2,0.3292432385993621,255625,High School,Married,no
40,75558,590,4,0.7670738806546515,144371,Master,Married,no
61,50389,716,14,0.18281099487934926,231548,High School,Divorced,yes
19,25827,745,1,0.2725394835516099,326248,Master,Single,yes
55,69758,713,7,0.7078222794832069,251821,PhD,Married,yes
34,45449,715,5,0.5090317945409523,227471,High School,Married,yes
52,-904,619,0,0.483199912378783,211537,High School,Married,no
51,56499,595,8,0.5160416762136489,193553,Bachelor,Married,no
40,60015,664,0,0.2765851916896218,128205,Master,Married,yes
47,33141,641,6,0.6330130562135462,168828,Master,Single,no
69,46159,549,6,0.44757247955398616,219515,Master,Divorced,no
25,63154,646,5,0.12981715887933662,2970,Master,Single,yes
39,56635,718,1,0.22401078360212842,328610,Bachelor,Single,yes
61,18746,610,4,0.6716369087670809,149185,Bachelor,Married,no
75,75071,808,7,0.3415313359469484,82167,Bachelor,Married,yes
53,84126,524,5,0.6414108889114641,400990,Bachelor,Single,no
22,39796,567,8,0.564363714770514,220171,Bachelor,Single,no
30,11802,592,5,0.31102184650850306,308653,Master,Single,no
46,65422,732,1,0.18892488080040093,133487,High School,Single,yes
48,36538,671,0,0.6648617005914984,313448,Bachelor,Single,no
64,60708,561,4,0.5501611525807716,272678,High School,Married,no
74,94043,462,7,0.31055825598680153,168457,Bachelor,Single,yes
72,19073,531,0,0.4662924777569595,29959,Master,Single,no
33,34067,474,0,0.5283321500626141,305269,Bachelor,Married,no
59,46110,737,0,0.10148296517555316,180404,PhD,Single,yes
79,75833,544,3,0.5693592923487565,317793,PhD,Single,no
47,121112,718,3,0.5592546469575964,165014,High School,Divorced,yes
74,54941,704,3,0.15780489512262186,192614,High School,Single,yes
72,17355,769,1,0.6514273336021178,236073,High School,Single,no
33,43089,578,2,0.677562194995534,397819,Bachelor,Married,no
29,34502,690,7,0.3031137295114825,119478,Master,Divorced,yes
34,64431,662,1,0.21354886001222584,157992,High School,Single,yes
33,57537,662,1,0.5805370493603843,145388,Bachelor,Divorced,yes
29,29163,648,5,0.18634511091466652,136963,Master,Married,no
25,33330,734,10,0.7006296918709698,194077,Bachelor,Married,yes
37,42798,723,2,0.43609063953113225,311691,Master,Single,yes
20,45212,649,13,0.7368662873908757,162768,Master,Single,no
33,49156,604,0,0.5495185604050523,388170,High School,Single,no
47,50977,592,0,0.29956458616940396,331666,Master,Married,no
62,74697,653,3,0.4276264009670959,189263,Bachelor,Single,yes
40,42075,672,6,0.47054300334972166,126775,Master,Married,yes
45,39128,640,2,0.6706110654323026,274125,High School,Married,no
68,23224,520,4,0.7032986149190403,348735,Master,Married,no
57,45522,619,0,0.5781082433499023,303775,High School,Single,no
71,55123,597,3,0.30593867362088356,131445,Bachelor,Married,yes
22,15518,651,1,0.46999795557394974,184881,High School,Married,yes
37,43151,903,3,0.19143529666620512,54851,High School,Single,yes
57,73205,693,3,0.2610766328182038,68270,Bachelor,Married,yes
73,62966,776,6,0.312141043951648,296150,Master,Married,yes
61,57468,581,3,0.15093195210779248,259218,Bachelor,Single,yes
18,62424,652,4,0.719492023969534,364993,PhD,Single,yes
74,38525,772,3,0.18585092405764236,82259,High School,Single,yes
47,35861,491,23,0.587787108259817,335659,Master,Married,no
38,75438,626,7,0.4539633081724932,330787,High School,Married,no
37,66572,712,7,0.6822374800030646,407928,Bachelor,Married,yes
23,35074,642,4,0.6187250237516773,287391,Bachelor,Single,no
39,12425,593,3,0.63181660373778,-56598,High School,Married,no
35,35489,598,2,0.3928423943604945,255670,Bachelor,Single,no
25,60870,681,7,0.683783295127261,14368,High School,Single,yes
56,36834,492,1,0.16631931291076407,-18448,Bachelor,Single,no
49,56601,662,0,0.4110933111024493,227632,Master,Single,yes
50,78395,722,5,0.7962298425600033,279925,Bachelor,Married,yes
70,48139,613,0,0.763680181529775,28970,PhD,Married,no
33,54679,494,11,0.15754880948748456,-18092,High School,Single,yes
29,63698,598,7,0.5010899124167864,157003,PhD,Single,no
55,28358,637,4,0.3209554282278534,252351,Bachelor,Single,no
69,34539,542,1,0.6099307745069125,198471,PhD,Single,no
51,64523,653,5,0.6150512035539963,166019,Bachelor,Single,yes
78,50739,667,3,0.10006528761487002,79349,Master,Divorced,yes
31,52435,770,1,0.6920734265399494,165983,Bachelor,Married,yes
53,50665,633,14,0.2565078954156289,299982,Bachelor,Married,yes
50,69565,661,0,0.7761346299534851,218467,High School,Single,yes
40,58714,594,6,0.7338019155272736,232881,Bachelor,Single,no
67,58976,602,8,0.23346133433275582,377717,Bachelor,Married,yes
62,74443,720,15,0.5454347967742595,398524,PhD,Single,yes
19,82131,626,3,0.30744591420706013,389003,Master,Married,yes
58,94871,732,3,0.17208889475039524,467034,High School,Single,yes
38,38419,645,12,0.7118016296729943,114226,High School,Married,no
19,99388,535,8,0.22657853054944202,80673,Bachelor,Married,yes
44,28064,580,7,0.39467729228908477,254539,Bachelor,Single,no
74,88704,891,7,0.7469323882133106,173720,High School,Single,yes
26,37320,639,3,0.152748038978078,203674,Bachelor,Married,yes
18,48621,488,0,0.48540914700912285,-5289,High School,Divorced,no
28,50371,536,1,0.5005010606244574,232818,Bachelor,Single,no
20,32660,578,5,0.6341466974742344,158840,High School,Single,no
69,51734,560,2,0.6789916088311998,161615,Master,Divorced,no
79,33693,540,4,0.3969006563323778,185511,High School,Married,yes
40,25301,796,4,0.6205781284885582,40418,Bachelor,Divorced,yes
43,49225,716,2,0.7373075220034314,138340,Bachelor,Single,yes
21,81797,630,1,0.7203863393391019,347889,High School,Divorced,no
35,44919,591,6,0.45127334803112873,233237,High School,Married,no
72,68820,633,11,0.5249206846592881,344617,High School,Married,yes
23,33086,828,7,0.570966203340263,81524,High School,Married,yes
52,24330,563,0,0.673376159941486,225262,High School,Single,no
39,59077,492,3,0.4554131628867871,92686,Master,Single,no
60,85112,716,9,0.17833001350724909,412417,Bachelor,Single,yes
32,54179,750,4,0.36971121598185575,88200,High School,Married,yes
39,66532,795,2,0.6041414555948701,301893,High School,Single,yes
77,79902,614,1,0.536659261628722,159485,Bachelor,Single,no
54,49269,615,2,0.6274442610389693,317270,Bachelor,Married,no
69,46958,851,1,0.4499676168256326,66272,High School,Married,yes
59,59441,709,1,0.2220833407816405,148902,High School,Single,yes
29,63000,641,4,0.18064527702502767,264173,High School,Married,yes
64,22020,700,3,0.43688335730945493,191910,Master,Married,yes
66,55914,606,6,0.2440073853507688,217455,High School,Married,yes
59,49986,680,1,0.7875868216376315,158611,High School,Divorced,yes
55,34209,678,3,0.23912708035753782,180481,Bachelor,Single,yes
35,48603,733,5,0.49674900628276175,175317,Master,Single,yes
62,26693,551,16,0.10123755393355255,124933,Bachelor,Married,no
52,19781,685,2,0.2775515575392732,402899,High School,Divorced,yes
47,51336,533,1,0.2813969410533789,364236,High School,Single,yes
41,68041,837,2,0.6165912049312032,344231,Master,Single,yes
59,43054,608,6,0.44693829698112175,272087,Master,Married,yes
47,30785,484,16,0.10846429570754719,301799,Master,Married,yes
31,33894,927,3,0.36541965719911673,132410,Bachelor,Married,yes
23,60978,597,8,0.5513467679504676,92933,Bachelor,Married,no
20,83347,659,3,0.5456948684095194,329258,High School,Married,yes
33,65409,480,0,0.13772209994878884,249665,Bachelor,Married,yes
24,76015,644,11,0.7502390526614638,330532,Bachelor,Married,yes
69,29047,817,1,0.27289374812315514,246119,Bachelor,Single,yes
31,48521,720,0,0.7240682798733826,129317,High School,Single,yes
26,70373,479,27,0.24939011214937112,86420,PhD,Single,yes
32,22016,573,2,0.49749519898691463,260883,Bachelor,Married,no
38,36832,741,0,0.38425621577215774,287179,Master,Married,yes
52,68840,713,1,0.5069444982024874,261437,Bachelor,Single,yes
19,55168,601,3,0.44850396991658725,105629,High School,Single,no
44,30697,689,0,0.10143311759757744,228143,Master,Married,yes
19,17383,530,2,0.3459326623590141,232865,PhD,Married,no
52,76746,519,5,0.10785200943078961,138035,High School,Single,yes
35,8932,400,12,0.5783565742606759,339852,Bachelor,Married,no
31,62647,742,2,0.6974470636319715,190872,Master,Single,yes
37,39339,639,4,0.3693001231969024,357954,Bachelor,Married,no
35,70941,650,5,0.4673614262976761,244834,High School,Single,yes
27,29157,343,0,0.14608614302548126,190790,Bachelor,Single,no
42,102295,645,2,0.36963818616947264,218639,Bachelor,Married,yes
19,58045,705,5,0.19720228450190397,-2036,Bachelor,Single,yes
42,61341,441,6,0.14529128726383453,205305,Bachelor,Married,yes
78,34539,654,2,0.22042320325061526,-27436,Master,Married,yes
71,47332,643,0,0.7095907604955534,153855,High School,Married,no
50,47851,603,0,0.7875430823302644,246350,High School,Married,no
53,85921,780,3,0.715449892938721,166448,High School,Single,yes
48,58011,756,4,0.7787693301800079,357981,Master,Single,yes
31,60876,981,4,0.6115647610398237,207850,High School,Single,yes
18,60652,528,6,0.2117938498730527,272673,Bachelor,Single,yes
63,62572,692,12,0.4942193171545537,194920,Master,Single,yes
33,22210,799,23,0.6121172487436066,244294,High School,Married,yes
71,90985,580,6,0.4594239559041585,176959,Bachelor,Married,yes
63,32450,819,3,0.48826706387156327,270248,Bachelor,Married,no
78,49231,686,0,0.5103330665101588,324491,High School,Single,yes
69,80629,475,2,0.42679250756561526,220268,High School,Married,no
20,88692,521,4,0.30341192650267124,345890,PhD,Married,yes
52,66119,591,42,0.5459175971632397,180545,PhD,Married,no
58,39906,641,0,0.13745587712592128,336961,Master,Single,no
23,52554,773,7,0.21964907268876244,285685,Bachelor,Single,yes
42,53339,641,34,0.7476830765908759,184522,Bachelor,Single,yes
30,54047,769,8,0.4421713767421672,277934,Master,Married,yes
70,25398,660,7,0.6751786679533445,275374,Bachelor,Single,no
51,75202,651,1,0.6085784841808064,296033,Master,Single,yes
25,52691,620,0,0.32449633778893094,-4408,Bachelor,Married,yes
38,35555,748,1,0.6625543441423202,95046,Bachelor,Married,no
51,40032,662,7,0.16392570803731593,176753,Bachelor,Single,yes
21,55397,576,0,0.7124847780425774,230025,PhD,Divorced,no
42,21941,683,1,0.5763920009312961,264622,Master,Single,no
32,67568,604,4,0.7489506218429258,161374,High School,Married,no
21,54694,598,4,0.7268572801742337,283865,High School,Divorced,yes
62,81313,768,3,0.3661834248981126,-10587,Bachelor,Married,yes
77,51551,634,19,0.6997827653085579,64246,Bachelor,Single,no
29,28294,863,0,0.49411125041353443,150482,Master,Married,no
49,26043,723,3,0.20998002145666161,410012,High School,Single,yes
49,42185,573,3,0.6806856043738986,292685,PhD,Single,no
45,44301,566,1,0.7355438310481883,162075,Bachelor,Single,no
30,38654,525,3,0.1591830453613696,369199,Master,Single,no
48,52569,710,5,0.7513869908772626,103328,Master,Single,yes
31,38147,564,5,0.5208854367331528,127718,PhD,Married,no
37,55084,423,0,0.11812819078154912,228252,Bachelor,Single,yes
35,39587,484,8,0.47925624188926885,212185,Master,Single,no
46,62634,539,13,0.6577243239983634,241761,Master,Single,yes
77,43798,683,0,0.4732270129946541,165375,Bachelor,Married,yes
23,74924,641,2,0.5950723777705027,269579,Bachelor,Married,no
49,63045,744,3,0.7157079123140724,213407,PhD,Divorced,yes
46,53871,559,0,0.7088330571087618,322893,High School,Married,no
60,45846,617,3,0.22520894255487775,281719,PhD,Single,yes
79,19619,824,1,0.398991017566906,134447,Bachelor,Married,yes
19,78270,615,13,0.1778155461160687,82540,High School,Single,yes
77,36384,672,2,0.5165684719581313,307665,Bachelor,Married,no
40,51814,584,26,0.7683087258019637,90366,Bachelor,Single,yes
36,56876,627,0,0.22729288107885326,306179,High School,Divorced,yes
48,46329,697,0,0.3825412546497572,173799,Bachelor,Married,yes
68,77092,715,2,0.7678187599934823,262960,PhD,Married,yes
22,25572,661,10,0.6250827584902682,138796,PhD,Single,yes
36,84678,624,4,0.14981863534939188,247240,Bachelor,Single,yes
51,63431,663,6,0.3998908966011998,315717,Bachelor,Single,yes
27,45071,576,2,0.7915200050623586,156408,Bachelor,Married,no
42,45295,628,0,0.4172698189372407,111527,High School,Married,no
19,5663,683,5,0.5405809869558689,120732,PhD,Single,yes
79,33035,748,5,0.5906836907437663,-34603,Master,Married,yes
28,42921,558,0,0.5647519728940672,115899,High School,Single,no
67,53522,632,0,0.4631029213286383,323197,Bachelor,Single,no
78,75191,549,3,0.19295698124369637,30522,High School,Married,yes
48,90750,605,2,0.5958904020563597,147174,High School,Married,no
73,55445,750,6,0.7533295108979629,214733,High School,Single,yes
32,54112,596,2,0.7591876530904856,212413,High School,Married,no
26,40192,640,5,0.5153725843193965,117050,Bachelor,Single,no
40,15697,526,6,0.4445382424011106,331548,PhD,Single,no
36,37884,593,5,0.33377277022752405,276211,High School,Married,no
26,45889,495,4,0.17249829208983453,103691,Master,Married,yes
52,69507,677,8,0.7181824769981641,185447,High School,Married,yes
38,60390,686,5,0.19593739440838917,140886,High School,Single,yes
26,54430,683,8,0.30156201061600874,248667,Bachelor,Married,yes
45,38383,690,5,0.6182789295267322,348056,Bachelor,Married,yes
79,10357,683,0,0.5933345785637865,250288,Bachelor,Single,no
63,11564,497,1,0.5767089278224187,361282,Bachelor,Single,no
68,16725,571,2,0.6191948968184373,189619,Master,Single,no
24,44159,425,0,0.47938418976423425,39008,Master,Married,no
33,69880,603,5,0.20846568330289011,127710,High School,Single,yes
33,69341,562,4,0.7988506091203944,273215,High School,Single,no
77,65874,646,4,0.7244977110134055,193107,High School,Married,yes
50,39698,895,3,0.4018065729431878,211654,High School,Married,yes
21,72885,728,3,0.4712282768282454,156043,Master,Married,yes
21,31378,802,0,0.3754856651075691,145077,High School,Single,yes
56,67067,732,0,0.5465847229572319,315268,Master,Single,yes
57,16508,639,5,0.6117980278273447,386518,PhD,Single,no
34,26457,649,1,0.26209423914327323,152907,Master,Single,no
54,83052,736,0,0.40295757345860794,137087,High School,Single,yes
56,45923,674,1,0.5481643507195434,286317,Master,Married,yes
77,36380,621,1,0.79161380440971,356436,PhD,Divorced,no
69,72055,792,0,0.32741189506029544,311021,Master,Divorced,yes
46,74347,694,2,0.6215003128013237,394524,Bachelor,Single,yes
69,41334,507,0,0.3426702344833845,316550,Bachelor,Married,yes
53,55569,631,0,0.16463782712545108,282581,Master,Single,yes
77,52738,655,7,0.6391020740192367,327026,Bachelor,Single,yes
55,-6542,609,1,0.5545148180828804,246171,Bachelor,Married,no
56,22082,611,4,0.4600378008659628,214132,PhD,Married,no
67,68845,608,1,0.5725251221787538,259563,High School,Married,no
54,33347,471,13,0.7155100377713168,254684,Bachelor,Single,no
69,60596,453,6,0.6295574207007543,135456,Bachelor,Single,no
79,55260,584,2,0.700472196048331,255189,Bachelor,Divorced,no
78,74308,609,1,0.30301318554004975,219198,Bachelor,Married,yes
52,22724,516,0,0.6603384621066377,252032,High School,Single,no
24,57884,547,7,0.3520065429931778,205811,High School,Married,yes
44,48691,624,3,0.11445629947574912,243651,High School,Single,yes
45,34204,753,1,0.1302289655198996,233879,PhD,Married,yes
39,34064,746,12,0.6112481938936103,91327,Bachelor,Single,yes
31,54549,749,2,0.2903365132476485,131767,High School,Married,yes
24,62593,548,3,0.3153089774850135,54817,Bachelor,Single,yes
54,51271,627,9,0.5358046322948828,343351,Bachelor,Married,yes
78,51894,773,8,0.6190564819403975,199686,High School,Single,yes
39,40030,473,5,0.49121897579352647,233805,Master,Single,no
22,41356,604,10,0.5944605689344163,199692,Master,Single,no
79,34150,672,15,0.7587369855579932,100065,Bachelor,Divorced,yes
72,39627,479,13,0.6979119615843484,183308,Bachelor,Married,no
19,61893,692,2,0.26856255581470956,201182,Bachelor,Married,yes
79,64128,804,2,0.7347541534154822,24490,Bachelor,Single,yes
44,24482,772,1,0.308084978673982,251505,Master,Single,yes
38,32071,632,9,0.5624117813569193,235446,Master,Married,no
71,35792,731,0,0.7123014264658164,165788,Bachelor,Single,no
55,48719,478,2,0.5364122890873817,346530,High School,Married,no
32,16336,677,0,0.6643372952764434,239390,Master,Married,no
38,32421,619,4,0.7491429762165418,290427,Bachelor,Single,no
27,22288,635,5,0.7768559455782355,239426,Bachelor,Married,no
40,58009,660,1,0.38744305111201094,240769,High School,Divorced,yes
75,49406,688,6,0.7949377446161692,-16322,High School,Single,yes
73,40749,504,2,0.2901768146492298,147760,High School,Married,yes
56,28734,551,1,0.4235306040956789,189990,Bachelor,Married,no
22,41058,624,15,0.6324938916804329,90264,Bachelor,Single,yes
18,38706,472,4,0.7791074975450616,175334,Bachelor,Married,no
30,82693,663,1,0.137058952871427,291916,High School,Divorced,yes
38,69940,733,20,0.7619491876937657,201152,PhD,Divorced,yes
43,36185,789,2,0.7990728482918386,68686,PhD,Married,yes
67,53303,659,5,0.7367056088648446,248308,Bachelor,Married,yes
62,68884,838,6,0.17586895077614112,7356,Bachelor,Single,yes
38,36179,646,2,0.6884901810087013,259203,Master,Married,no
70,21657,524,3,0.547833262544569,147783,Master,Married,no
35,14062,644,1,0.10666857754894961,389907,Bachelor,Single,no
54,75445,629,3,0.789063348026585,54975,PhD,Single,no
62,46178,701,1,0.2053666063332522,196655,Bachelor,Single,yes
49,55826,677,3,0.37777497784612046,89060,High School,Married,yes
53,38515,669,5,0.12119075282677033,162475,PhD,Married,yes
34,24642,746,4,0.31666338038015207,416921,Master,Single,yes
52,28373,607,7,0.49782800632840285,160548,PhD,Single,no
66,23179,703,0,0.7515971856996033,80112,PhD,Single,no
77,66999,678,0,0.7932551683215604,262856,Bachelor,Single,yes
28,79851,661,1,0.3963507925471442,164285,Master,Married,yes
38,50744,643,21,0.3997287208483481,163963,Master,Single,yes
69,19644,522,8,0.21224040225801974,165891,Bachelor,Divorced,no
72,59931,624,12,0.4488512276623934,166336,Bachelor,Married,yes
70,75299,631,1,0.7580567110328226,315895,Bachelor,Married,no
43,69433,577,4,0.21577731020904453,43512,High School,Married,yes
79,49417,514,4,0.28653127016688984,206542,Bachelor,Married,yes
21,45310,594,4,0.7239225116031074,226462,High School,Single,no
51,49256,602,6,0.5385014296790975,215532,Bachelor,Married,no
69,74504,515,2,0.3313550665712825,88282,High School,Single,no
65,65207,515,5,0.668921475614822,97332,Bachelor,Single,no
77,42284,440,7,0.176274899191477,168079,Bachelor,Single,yes
35,41781,679,1,0.7008459560820509,99907,Master,Single,yes
57,40366,747,14,0.46260116619146674,231174,Bachelor,Married,yes
52,28707,651,3,0.6298541012769324,317997,Bachelor,Single,yes
58,77036,609,6,0.46287411409628754,206053,PhD,Single,yes
46,34243,510,6,0.27239104532928143,168815,Bachelor,Divorced,no
69,59805,429,4,0.5485940359489945,-13640,High School,Single,no
46,36771,646,1,0.20835379520475367,229602,High School,Married,no
55,40455,711,5,0.26090930418372327,120770,Bachelor,Married,yes
59,47722,566,0,0.4845279683084158,167086,High School,Married,no
38,60904,755,19,0.3729885069171536,126221,Master,Single,yes
59,44815,581,1,0.621641599701053,178478,Master,Married,no
30,27215,758,1,0.5085007342791328,220974,High School,Married,yes
66,50381,571,15,0.3669345893262389,240316,High School,Married,yes
58,34666,383,1,0.3287109543843004,305034,Bachelor,Divorced,no
34,80876,712,0,0.739269947377591,179408,High School,Single,yes
73,44801,557,8,0.12805786337245162,177703,High School,Married,yes
26,36640,495,1,0.5837217274288737,323531,PhD,Married,no
58,89496,698,0,0.3743290052268502,287978,Bachelor,Married,yes
18,64777,561,1,0.3641503721943803,328973,Master,Single,no
19,32064,508,10,0.5563137412993466,293834,Bachelor,Married,no
77,34181,781,1,0.6953253272706805,443518,Bachelor,Divorced,no
65,59483,629,5,0.6070885717240483,274459,Master,Married,no
46,50869,506,2,0.5690778877715151,93430,Bachelor,Married,no
50,67803,603,1,0.4473417150289778,274429,Bachelor,Married,no
27,36746,863,0,0.42842492473930993,237132,Bachelor,Married,no
67,64022,661,17,0.4225006928408135,162927,Bachelor,Married,yes
75,5234,585,3,0.20181322429924226,152596,PhD,Married,no
77,46911,700,0,0.49165209186036873,182775,Master,Single,yes
57,37656,604,1,0.3208249946490074,-13875,Master,Single,no
38,40899,599,2,0.532759527357742,-54658,Bachelor,Married,no
45,47942,584,3,0.4740346733370757,208020,High School,Single,no
28,72770,735,1,0.7579469367529901,150477,Bachelor,Married,yes
72,26919,669,1,0.40445109243970645,144876,Bachelor,Divorced,no
51,6239,792,7,0.5650780456088326,165383,High School,Single,yes
25,29238,680,2,0.5149617910829307,46349,Master,Married,no
76,70448,802,0,0.579076330532864,274046,High School,Single,yes
39,17100,715,0,0.286882401140994,169981,Bachelor,Married,yes
25,38561,624,2,0.2800742610930212,203812,PhD,Married,no
66,66791,636,0,0.4917745693603529,294029,Bachelor,Single,no
32,48831,832,0,0.694343106954346,165575,Bachelor,Married,yes
34,72574,780,6,0.6040060785876852,288930,Bachelor,Married,yes
77,9302,804,3,0.4422542897774717,236325,High School,Married,yes
40,43567,549,3,0.2785661032390439,288311,Master,Married,yes
41,76743,462,4,0.6315430582707146,296654,High School,Single,no
62,27462,565,7,0.748372338328871,251235,High School,Single,no
36,70696,666,0,0.24911422468941066,191097,Bachelor,Married,yes
22,45286,585,0,0.6593656048489113,249787,Master,Divorced,no
49,58682,652,0,0.22071186993757153,95442,Bachelor,Divorced,yes
61,75293,604,13,0.73054808479373,237846,High School,Single,no
18,58596,473,4,0.5494349257200644,279686,Master,Married,no
40,38175,692,0,0.2267070029832005,104396,High School,Single,yes
54,61241,653,1,0.1253816701578624,328613,Bachelor,Married,yes
25,36764,782,6,0.5862314055328848,193920,Bachelor,Married,yes
30,55467,665,0,0.5242712768369926,238348,Master,Divorced,yes
25,24963,728,6,0.5279224715547175,79720,Bachelor,Married,yes
74,50581,568,12,0.43758334328577486,-22151,Master,Single,yes
40,73785,684,0,0.5301102003861227,321376,High School,Married,yes
60,44024,730,1,0.7112561647421882,186312,Bachelor,Married,yes
18,71873,705,0,0.7664011071111331,298809,Bachelor,Single,yes
62,111868,627,0,0.3411555697352562,182089,High School,Married,yes
68,49421,685,4,0.44151037770383617,112873,High School,Married,yes
41,62283,712,0,0.29111951370984124,373175,Master,Single,yes
52,59537,770,2,0.3881097444962168,192647,Bachelor,Married,yes
41,54502,593,3,0.6571219878966094,211373,Bachelor,Single,no
34,65757,538,11,0.39749239689050053,182631,High School,Single,yes
22,45038,566,3,0.3741482887694835,57274,Master,Single,yes
37,36749,664,0,0.6950777727658191,254110,Bachelor,Married,yes
38,19473,650,1,0.10089065318635647,242105,High School,Single,no
57,43144,712,5,0.69653165337896,289428,Bachelor,Single,yes
75,68028,733,0,0.2269855762550054,118768,Master,Married,yes
48,31204,461,1,0.292158382529844,42249,Bachelor,Single,no
63,54933,601,27,0.3531263479740042,257204,PhD,Married,yes
53,47537,671,0,0.7164565615974571,330655,PhD,Married,yes
28,37585,761,0,0.736077078590675,39247,PhD,Married,no
69,12939,644,9,0.5628249901088371,60415,Bachelor,Married,no
32,77257,786,0,0.40761000519382906,144904,Master,Married,yes
36,60343,705,0,0.4612894672274276,50657,High School,Married,yes
24,103305,688,0,0.5062811264596023,160715,Bachelor,Single,yes
68,71588,638,5,0.7677935631804046,237758,High School,Married,no
45,76810,647,24,0.7784170401091244,272979,High School,Married,no
68,15012,683,4,0.693133049562801,254012,Bachelor,Married,yes
60,14663,630,0,0.5086100946682008,185029,Bachelor,Single,no
75,50846,761,1,0.373514131971459,327925,High School,Married,yes
22,27037,737,3,0.26119594168011323,9231,High School,Single,yes
22,36374,769,6,0.4741191022371184,94411,Bachelor,Married,yes
47,100525,546,5,0.3419416250864328,203315,Bachelor,Single,yes
71,73797,542,4,0.15092114834878503,123134,Bachelor,Single,yes
49,31286,698,21,0.4333545308693293,186133,High School,Divorced,no
25,2677,641,1,0.4997603283171824,248148,PhD,Married,no
27,29601,675,0,0.5279206007813039,144831,Bachelor,Married,no
55,38856,538,9,0.15166971668393642,145252,Bachelor,Single,no
64,43574,504,1,0.4381771275093401,173716,Bachelor,Divorced,no
49,24419,673,2,0.5591391351744925,287551,Bachelor,Married,no
65,72597,574,3,0.7727448488306827,263394,Bachelor,Married,no
45,35770,721,2,0.1175320659419225,280449,High School,Single,yes
34,62971,588,1,0.5733976110125065,215113,Master,Single,no
48,51077,561,12,0.1436361870018512,217573,High School,Married,yes
25,68769,423,0,0.21119044105678275,316498,Bachelor,Married,yes
57,45241,774,2,0.22131558016881725,114291,Bachelor,Single,yes
42,31500,719,0,0.33021070586855983,318962,PhD,Married,yes
